Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2024-12-05,137.88,139.44,136.45,136.76,1994500,0.0,0.0,A
2024-12-04,138.08,141.26,136.58,139.07,1948900,0.0,0.0,A
2024-12-03,137.69,138.48,135.6,138.16,1714800,0.0,0.0,A
2024-12-02,136.72,138.89,136.0,138.46,1702200,0.0,0.0,A
2024-11-29,136.17,137.98,135.98,136.86,1183300,0.0,0.0,A
2024-11-27,133.61,137.88,133.16,137.03,2336900,0.0,0.0,A
2024-11-26,126.0,133.73,125.15,133.29,3443900,0.0,0.0,A
2024-11-25,133.45,134.52,132.68,133.41,3355400,0.0,0.0,A
2024-11-22,131.04,133.24,130.44,132.76,2067800,0.0,0.0,A
2024-11-21,128.67,131.13,128.02,131.0,2882100,0.0,0.0,A
2024-11-20,124.31,127.67,123.89,127.54,1696000,0.0,0.0,A
2024-11-19,124.77,126.1,124.11,124.68,1838200,0.0,0.0,A
2024-11-18,125.9,127.06,125.0,125.9,1445000,0.0,0.0,A
2024-11-15,128.43,128.67,124.81,126.05,2631100,0.0,0.0,A
2024-11-14,132.61,133.27,129.11,129.17,1971100,0.0,0.0,A
2024-11-13,132.19,133.78,131.13,133.2,1103100,0.0,0.0,A
2024-11-12,132.78,134.95,132.56,132.59,1490800,0.0,0.0,A
2024-11-11,135.97,136.35,132.13,132.78,5405500,0.0,0.0,A
2024-11-08,136.56,137.55,133.85,135.58,1918600,0.0,0.0,A
2024-11-07,137.67,138.94,136.46,138.51,2182800,0.0,0.0,A
2024-11-06,141.85,141.92,135.94,136.67,2528900,0.0,0.0,A
2024-11-05,137.07,139.66,136.14,139.28,1240500,0.0,0.0,A
2024-11-04,136.22,139.51,135.81,138.53,1795400,0.0,0.0,A
2024-11-01,138.02,139.84,134.18,135.77,2077700,0.0,0.0,A
2024-10-31,129.62,130.38,128.82,129.26,1596000,0.0,0.0,A
2024-10-30,130.6,133.03,130.08,130.43,1550500,0.0,0.0,A
2024-10-29,130.08,131.23,129.51,130.17,941500,0.0,0.0,A
2024-10-28,130.69,131.17,129.29,130.48,1739800,0.0,0.0,A
2024-10-25,130.12,130.65,128.31,129.14,1248500,0.0,0.0,A
2024-10-24,132.07,132.24,129.64,129.64,1830100,0.0,0.0,A
2024-10-23,132.2,133.22,130.3,131.96,1657500,0.0,0.0,A
2024-10-22,133.61,133.67,130.92,132.39,1822700,0.0,0.0,A
2024-10-21,137.24,137.69,135.12,135.66,975900,0.0,0.0,A
2024-10-18,137.42,138.4,136.14,137.71,1185200,0.0,0.0,A
2024-10-17,140.67,141.38,135.38,136.31,1592900,0.0,0.0,A
2024-10-16,140.37,141.42,137.33,137.99,1702100,0.0,0.0,A
2024-10-15,143.19,145.48,142.91,143.42,1251200,0.0,0.0,A
2024-10-14,142.84,143.9,141.67,143.09,1765200,0.0,0.0,A
2024-10-11,141.91,143.89,141.91,142.66,1427400,0.0,0.0,A
2024-10-10,142.06,143.25,141.45,141.59,1288900,0.0,0.0,A
2024-10-09,143.86,144.42,143.02,143.63,634700,0.0,0.0,A
2024-10-08,142.84,144.07,142.68,143.45,915000,0.0,0.0,A
2024-10-07,142.97,143.29,141.68,142.73,836700,0.0,0.0,A
2024-10-04,145.02,145.38,143.04,143.8,1001100,0.0,0.0,A
2024-10-03,144.26,144.81,142.93,143.39,1100000,0.0,0.0,A
2024-10-02,145.09,146.46,143.94,145.36,1200100,0.0,0.0,A
2024-10-01,147.0,147.0,142.86,145.38,1408600,0.236,0.0,A
2024-09-30,146.28,147.4,145.3,147.05,1408300,0.0,0.0,A
2024-09-27,145.76,148.64,145.76,146.64,2213000,0.0,0.0,A
2024-09-26,139.9,145.55,139.19,145.33,2149700,0.0,0.0,A
2024-09-25,140.6,141.47,137.87,138.1,1437300,0.0,0.0,A
2024-09-24,138.75,141.89,137.97,140.5,1930100,0.0,0.0,A
2024-09-23,139.79,139.79,137.27,138.44,2179500,0.0,0.0,A
2024-09-20,139.85,140.04,136.55,138.74,2613600,0.0,0.0,A
2024-09-19,140.49,142.06,140.1,140.58,1225900,0.0,0.0,A
2024-09-18,137.17,139.64,136.11,137.67,1390500,0.0,0.0,A
2024-09-17,137.33,138.43,136.07,137.02,1210200,0.0,0.0,A
2024-09-16,136.95,138.43,136.18,136.98,887000,0.0,0.0,A
2024-09-13,135.49,136.29,135.06,135.99,917800,0.0,0.0,A
2024-09-12,136.87,137.29,132.96,135.08,1616500,0.0,0.0,A
2024-09-11,136.02,137.52,133.46,137.37,1405500,0.0,0.0,A
2024-09-10,136.21,136.88,134.63,136.7,1357700,0.0,0.0,A
2024-09-09,137.46,138.2,135.83,136.76,1770300,0.0,0.0,A
2024-09-06,137.12,138.65,135.2,135.88,1298400,0.0,0.0,A
2024-09-05,137.03,137.72,135.61,137.03,1194600,0.0,0.0,A
2024-09-04,137.06,138.32,135.18,136.83,1368700,0.0,0.0,A
2024-09-03,140.27,141.89,136.73,137.62,1629200,0.0,0.0,A
2024-08-30,140.79,141.89,139.66,141.54,1570700,0.0,0.0,A
2024-08-29,140.7,142.06,139.75,141.16,1577400,0.0,0.0,A
2024-08-28,140.17,140.94,138.94,139.7,1089900,0.0,0.0,A
2024-08-27,139.13,139.85,138.37,139.74,949700,0.0,0.0,A
2024-08-26,139.75,139.82,138.61,139.14,1013200,0.0,0.0,A
2024-08-23,139.85,140.9,138.81,139.51,1735700,0.0,0.0,A
2024-08-22,143.98,144.05,136.82,138.87,2634500,0.0,0.0,A
2024-08-21,138.63,139.44,137.81,138.64,2263000,0.0,0.0,A
2024-08-20,139.25,140.18,138.09,138.41,1227700,0.0,0.0,A
2024-08-19,139.2,139.93,137.94,139.16,1714000,0.0,0.0,A
2024-08-16,138.44,139.54,137.19,138.69,1284800,0.0,0.0,A
2024-08-15,136.34,138.64,136.34,138.54,1120300,0.0,0.0,A
2024-08-14,136.6,137.36,134.57,134.72,1090000,0.0,0.0,A
2024-08-13,134.52,136.37,134.03,136.1,1158000,0.0,0.0,A
2024-08-12,135.49,135.49,133.19,134.3,1347200,0.0,0.0,A
2024-08-09,135.52,136.53,134.79,135.58,737600,0.0,0.0,A
2024-08-08,132.86,135.9,132.49,135.44,976900,0.0,0.0,A
2024-08-07,135.93,136.76,132.4,132.67,1553900,0.0,0.0,A
2024-08-06,134.12,137.58,132.98,134.95,1462000,0.0,0.0,A
2024-08-05,135.24,135.5,131.78,133.4,1885200,0.0,0.0,A
2024-08-02,140.61,141.79,134.45,137.7,2298400,0.0,0.0,A
2024-08-01,140.87,142.83,140.39,141.49,2896500,0.0,0.0,A
2024-07-31,139.04,142.61,138.37,140.04,2582700,0.0,0.0,A
2024-07-30,136.71,138.39,135.79,138.15,1428000,0.0,0.0,A
2024-07-29,136.27,136.45,134.31,136.06,1222600,0.0,0.0,A
2024-07-26,135.37,138.94,134.77,136.0,1717700,0.0,0.0,A
2024-07-25,132.66,137.04,132.17,133.68,1338900,0.0,0.0,A
2024-07-24,129.61,133.14,128.93,132.87,2066700,0.0,0.0,A
2024-07-23,136.29,136.34,129.23,129.39,1640800,0.0,0.0,A
2024-07-22,131.78,132.64,130.14,132.14,2009400,0.0,0.0,A
2024-07-19,130.69,131.5,129.04,130.51,1731400,0.0,0.0,A
2024-07-18,131.05,133.91,130.39,130.7,2783500,0.0,0.0,A
2024-07-17,133.86,134.69,132.14,132.22,1031200,0.0,0.0,A
2024-07-16,130.72,134.88,130.33,134.75,1064300,0.0,0.0,A
2024-07-15,130.74,131.86,129.52,129.75,1015700,0.0,0.0,A
2024-07-12,129.91,132.12,129.38,130.96,1477300,0.0,0.0,A
2024-07-11,127.56,130.27,126.65,129.56,1667200,0.0,0.0,A
2024-07-10,125.2,125.92,124.33,125.85,1837300,0.0,0.0,A
2024-07-09,125.03,125.03,122.97,124.21,1558900,0.0,0.0,A
2024-07-08,125.46,125.51,124.19,124.86,2091100,0.0,0.0,A
2024-07-05,125.18,125.39,124.08,125.15,1341700,0.0,0.0,A
2024-07-03,124.91,126.43,124.62,124.92,1288200,0.0,0.0,A
2024-07-02,126.2,127.33,124.23,124.57,1981100,0.236,0.0,A
2024-07-01,129.19,130.28,125.6,125.94,2364800,0.0,0.0,A
2024-06-28,130.15,131.52,126.92,128.14,9817600,0.0,0.0,A
2024-06-27,130.69,131.47,129.08,129.3,1898000,0.0,0.0,A
2024-06-26,132.45,133.66,131.24,131.57,1836800,0.0,0.0,A
2024-06-25,133.45,134.45,132.75,133.15,2310800,0.0,0.0,A
2024-06-24,133.75,136.13,132.8,133.53,3339500,0.0,0.0,A
2024-06-21,131.33,132.96,130.69,131.72,4449700,0.0,0.0,A
2024-06-20,131.73,133.11,131.01,131.21,2887400,0.0,0.0,A
2024-06-18,130.62,133.6,130.05,133.35,3453000,0.0,0.0,A
2024-06-17,129.61,130.56,128.02,130.32,2090500,0.0,0.0,A
2024-06-14,128.51,129.24,127.76,128.36,2163300,0.0,0.0,A
2024-06-13,131.07,131.48,128.55,129.07,2555400,0.0,0.0,A
2024-06-12,132.1,132.11,130.81,131.63,2399900,0.0,0.0,A
2024-06-11,131.12,131.47,129.98,130.6,2081600,0.0,0.0,A
2024-06-10,131.35,132.32,130.73,131.51,1673200,0.0,0.0,A
2024-06-07,130.44,131.85,129.79,131.46,2365300,0.0,0.0,A
2024-06-06,130.94,132.81,130.76,131.3,2269600,0.0,0.0,A
2024-06-05,129.04,132.66,128.52,132.03,2707500,0.0,0.0,A
2024-06-04,129.74,130.73,128.79,129.35,2893700,0.0,0.0,A
2024-06-03,128.51,131.06,128.51,129.89,3114800,0.0,0.0,A
2024-05-31,129.5,132.53,128.08,128.92,5333100,0.0,0.0,A
2024-05-30,123.86,133.63,123.86,129.91,5138500,0.0,0.0,A
2024-05-29,145.06,145.31,143.09,143.81,1603200,0.0,0.0,A
2024-05-28,149.09,149.46,146.01,146.51,1366900,0.0,0.0,A
2024-05-24,149.08,149.72,147.85,148.93,784300,0.0,0.0,A
2024-05-23,150.72,150.72,148.39,148.83,1005200,0.0,0.0,A
2024-05-22,151.82,152.72,150.89,151.12,1231300,0.0,0.0,A
2024-05-21,152.58,152.88,150.59,151.91,997100,0.0,0.0,A
2024-05-20,152.21,153.17,151.71,152.87,906200,0.0,0.0,A
2024-05-17,152.74,153.57,151.28,152.46,1857000,0.0,0.0,A
2024-05-16,150.82,153.07,150.82,152.54,1325000,0.0,0.0,A
2024-05-15,151.25,152.78,150.76,152.31,1524600,0.0,0.0,A
2024-05-14,147.05,149.81,146.68,149.55,1679900,0.0,0.0,A
2024-05-13,147.82,148.54,145.49,146.07,1317700,0.0,0.0,A
2024-05-10,144.22,151.06,143.46,148.04,2246700,0.0,0.0,A
2024-05-09,141.47,143.81,141.18,143.48,1254000,0.0,0.0,A
2024-05-08,139.5,141.36,138.44,141.16,1423500,0.0,0.0,A
2024-05-07,139.5,140.52,138.16,139.65,1486800,0.0,0.0,A
2024-05-06,137.94,139.85,136.75,139.0,1639400,0.0,0.0,A
2024-05-03,138.09,139.34,136.82,137.85,1097900,0.0,0.0,A
2024-05-02,137.63,138.29,135.14,135.94,1146800,0.0,0.0,A
2024-05-01,135.15,138.95,134.57,137.1,850400,0.0,0.0,A
2024-04-30,137.01,138.05,135.4,135.47,1087300,0.0,0.0,A
2024-04-29,136.68,138.27,136.3,137.99,781200,0.0,0.0,A
2024-04-26,134.89,136.77,133.45,136.16,754900,0.0,0.0,A
2024-04-25,135.49,135.64,132.58,134.81,940800,0.0,0.0,A
2024-04-24,136.75,138.29,134.65,135.91,1553200,0.0,0.0,A
2024-04-23,136.4,138.05,134.45,137.61,1979400,0.0,0.0,A
2024-04-22,132.01,133.47,130.27,132.38,850500,0.0,0.0,A
2024-04-19,131.54,132.21,130.64,131.21,1303400,0.0,0.0,A
2024-04-18,129.76,132.9,126.87,130.92,1936600,0.0,0.0,A
2024-04-17,135.67,135.89,131.35,133.01,2084100,0.0,0.0,A
2024-04-16,138.67,138.75,135.06,135.23,1345700,0.0,0.0,A
2024-04-15,140.68,141.61,137.43,138.61,1506000,0.0,0.0,A
2024-04-12,141.94,143.0,138.65,139.12,1124500,0.0,0.0,A
2024-04-11,143.98,144.19,142.02,143.34,720100,0.0,0.0,A
2024-04-10,142.77,143.4,141.91,142.51,1051800,0.0,0.0,A
2024-04-09,144.33,145.74,143.83,145.71,873700,0.0,0.0,A
2024-04-08,142.15,144.12,141.37,142.8,1247300,0.0,0.0,A
2024-04-05,142.53,143.83,141.79,142.47,1655800,0.0,0.0,A
2024-04-04,143.46,143.6,139.51,139.72,1183900,0.0,0.0,A
2024-04-03,142.12,143.19,141.15,142.08,1211200,0.0,0.0,A
2024-04-02,142.37,142.68,140.96,142.52,1376500,0.0,0.0,A
